Ticket ID,Issue Type,Case Owner,Street Address,City,Zip / Postal Code,Neighborhood / District / Ward / etc.,Ticket Created Date / Time,Ticket Closed Date / Time,Latitude,Longitude,Method Received
17-10477319,PET ACCOUNT UPDATE,Animal_Services,1024 SW 44TH AVE,Miami_Dade_County,33134,District 6,12/18/2017 12:18:45 PM,12/19/2017 09:00:28 AM,25.761318,-80.267538,PHONE
17-10477353,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,12600 SW 120TH ST,Miami_Dade_County,33186,District 9,12/18/2017 12:18:51 PM,12/19/2017 11:51:05 AM,25.655584,-80.397857,XTERFACE
17-10477322,TRAFFIC SIGN  CONTROL SIGNS  DOWN DAMAGED  MISSING,Public_Works_Traffic_Engineering-10-60,15768 SW 307TH ST (APPROX),Miami_Dade_County,33033,District 8,12/18/2017 12:19:51 PM,,25.481527,-80.445843,PHONE
17-10477351,JUNK AND TRASH / OVERGROWTH,Regulatory_and_Economic_Resources,11180 SW 184TH ST,Miami_Dade_County,33157,District 9,12/18/2017 12:20:42 PM,01/16/2018 02:39:05 PM,25.597559,-80.37219,XTERFACE
17-10477326,PET ACCOUNT UPDATE,Animal_Services,1218 SALZEDO ST,City_of_Coral_Gables,33134,District 6,12/18/2017 12:22:30 PM,12/19/2017 08:57:44 AM,25.759868,-80.260878,PHONE
17-10477331,UNAUTHORIZED USE - RESIDENTIAL / BUSINESS,Regulatory_and_Economic_Resources,1080 NW 151ST ST,Miami_Dade_County,33169,District 2,12/18/2017 12:23:29 PM,01/02/2018 12:33:05 PM,25.91246,-80.217238,INHOUSE
17-10477441,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,12600 SW 120TH ST,Miami_Dade_County,33186,District 9,12/18/2017 12:27:27 PM,12/19/2017 11:48:05 AM,25.655584,-80.397857,XTERFACE
17-10477340,DEAD ANIMAL PICKUP MD,Animal_Services,SW 52ND ST & SW 89TH PL,Miami_Dade_County,33165,District 10,12/18/2017 12:27:45 PM,12/18/2017 02:06:20 PM,25.720131,-80.340726,PHONE
17-10477342,DEAD ANIMAL PICKUP MD,Animal_Services,13500 NW 22ND AVE,City_of_Opa-Locka,33054,District 2,12/18/2017 12:28:01 PM,12/19/2017 01:52:11 PM,25.897464,-80.235537,PHONE
17-10477365,RAAM CONTRACTOR COMPLAINTS,RAAM-27-93,SW 117TH AVE & SW 93RD TER,Miami_Dade_County,33186,District 7,12/18/2017 12:35:17 PM,01/02/2018 02:36:42 PM,25.681497,-80.384481,PHONE
17-10477369,PET ACCOUNT UPDATE,Animal_Services,22535 SW 113TH CT,Miami_Dade_County,33170,District 9,12/18/2017 12:37:30 PM,12/19/2017 08:55:26 AM,25.557556,-80.374363,PHONE
17-10477382,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,13465 SW 249TH ST,Miami_Dade_County,33032,District 8,12/18/2017 12:40:55 PM,,25.535749,-80.410048,XTERFACE
17-10477381,ROAD CONSTRUCTION COMPLAINTS,Public_Works_Construction-6-60,4216 SW 154TH CT,Miami_Dade_County,33185,District 11,12/18/2017 12:42:02 PM,,25.727198,-80.444312,PHONE
17-10477384,VEHICLE ADVERTISING VIOLATION,Regulatory_and_Economic_Resources,27200 SW 137TH AVE,Miami_Dade_County,33032,District 9,12/18/2017 12:43:35 PM,01/29/2018 12:57:05 PM,25.514363,-80.412615,PHONE
17-10477407,ANIMAL CRUELTY INVESTIGATION,Animal_Services,SW 177TH AVE & SW 184TH ST,Miami_Dade_County,33187,District 8,12/18/2017 12:53:30 PM,12/22/2017 03:56:36 PM,25.594289,-80.478466,PHONE
17-10477415,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,12345 SW 224TH ST,Miami_Dade_County,33170,District 9,12/18/2017 12:54:08 PM,12/28/2017 02:45:05 PM,25.559077,-80.391522,XTERFACE
17-10477414,RECREATIONAL VEHICLE / CAMPING EQUIPMENT STORAGE,Regulatory_and_Economic_Resources,30735 SW 155TH CT,Miami_Dade_County,33033,District 8,12/18/2017 12:54:19 PM,12/19/2017 03:33:05 PM,25.481854,-80.442537,XTERFACE
17-10477419,PET ACCOUNT UPDATE,Animal_Services,457 NE 210TH TER,Miami_Dade_County,33179,District 1,12/18/2017 12:58:26 PM,12/19/2017 08:54:10 AM,25.968685,-80.193133,PHONE
17-10477426,UNAUTHORIZED USE - INDUSTRIAL,Regulatory_and_Economic_Resources,13465 SW 249TH ST,Miami_Dade_County,33032,District 8,12/18/2017 12:59:46 PM,,25.535749,-80.410048,XTERFACE
17-10477447,SIGN - VIOLATION ON PRIVATE PROPERTY,Regulatory_and_Economic_Resources,21627 S DIXIE HWY,Miami_Dade_County,33170,District 9,12/18/2017 01:03:44 PM,12/22/2017 11:36:05 AM,25.565392,-80.381865,XTERFACE
17-10477451,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,13450 SW 131ST ST,Miami_Dade_County,33186,District 9,12/18/2017 01:03:55 PM,12/19/2017 09:45:05 AM,25.645223,-80.412194,XTERFACE
17-10477443,ILLEGAL DUMPING / LITTER,COM_Code_Enforcement,272 NW 77TH ST,City_of_Miami,33150,District 3,12/18/2017 01:06:49 PM,02/01/2018 10:16:04 AM,25.845199,-80.202242,ANDROID
17-10477457,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,13795 SW 264TH ST,Miami_Dade_County,33032,District 9,12/18/2017 01:07:56 PM,,25.522083,-80.414333,XTERFACE
17-10477809,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,4200 SW 70TH CT,Miami_Dade_County,33155,District 7,12/18/2017 01:10:06 PM,12/27/2017 12:57:05 PM,25.731398,-80.308523,XTERFACE
17-10477450,PET ACCOUNT UPDATE,Animal_Services,16120 NW 17TH PL,City_of_Miami_Gardens,33054,District 1,12/18/2017 01:11:37 PM,12/19/2017 09:32:49 AM,25.922076,-80.229851,PHONE
17-10477452,DEAD ANIMAL PICKUP MD,Animal_Services,3030 NW 67TH ST,Miami_Dade_County,33147,District 2,12/18/2017 01:12:16 PM,12/19/2017 01:51:33 PM,25.834722,-80.246031,PHONE
17-10477475,JUNK AND TRASH / OVERGROWTH,Regulatory_and_Economic_Resources,1201 NW 84TH TER,Miami_Dade_County,33147,District 2,12/18/2017 01:14:18 PM,12/22/2017 01:33:05 PM,25.852901,-80.217771,XTERFACE
17-10477456,OVERGROWTH (SWALE / R-O-W / MEDIAN) (RAAM),RAAM-27-93,SW 147TH AVE & MILLER DR,Miami_Dade_County,33185,District 11,12/18/2017 01:14:25 PM,,25.713968,-80.431081,WEB
17-10477455,PET ACCOUNT UPDATE,Animal_Services,1452 NE 118TH TER,Miami_Dade_County,33161,District 4,12/18/2017 01:14:29 PM,12/19/2017 08:38:51 AM,25.884946,-80.169431,PHONE
17-10477491,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,19100 SW 177TH AVE,Miami_Dade_County,33187,District 9,12/18/2017 01:14:42 PM,,25.587809,-80.478992,XTERFACE
17-10477465,PET ACCOUNT UPDATE,Animal_Services,220 SW 135TH AVE,Miami_Dade_County,33184,District 12,12/18/2017 01:15:53 PM,12/19/2017 08:36:39 AM,25.764865,-80.413975,PHONE
17-10477466,JUNK AND TRASH / OVERGROWTH,Regulatory_and_Economic_Resources,1293 NE 110TH ST,Miami_Dade_County,33161,District 3,12/18/2017 01:16:05 PM,01/22/2018 12:54:05 PM,25.876797,-80.17182,IPHONE
17-10477477,DEAD ANIMAL PICKUP MD,Animal_Services,SW 112TH AVE & SW 88TH ST,Miami_Dade_County,33176,District 7,12/18/2017 01:18:27 PM,12/20/2017 01:15:21 PM,25.686619,-80.376508,PHONE
17-10477498,ABANDONED PROPERTY / VEHICLE,Regulatory_and_Economic_Resources,1470 NW 77TH TER,Miami_Dade_County,33147,District 3,12/18/2017 01:21:36 PM,12/26/2017 02:00:05 PM,25.844757,-80.222726,XTERFACE
17-10477485,TREE LEANING (RESET),RAAM-27-93,1215 LITTLE RIVER DR,Miami_Dade_County,33147,District 2,12/18/2017 01:22:12 PM,01/16/2018 09:39:23 AM,25.856209,-80.218093,PHONE
17-10477497,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,4155 SW 130TH AVE,Miami_Dade_County,33175,District 11,12/18/2017 01:22:41 PM,,25.730054,-80.405335,XTERFACE
17-10477504,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,13400 SW 120TH ST,Miami_Dade_County,33186,District 9,12/18/2017 01:25:50 PM,12/27/2017 11:45:05 AM,25.655667,-80.41207,XTERFACE
17-10477810,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,7520 NW 8TH ST,Miami_Dade_County,33126,District 6,12/18/2017 01:26:35 PM,12/27/2017 12:18:05 PM,25.77803,-80.31836,XTERFACE
17-10477811,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,10680 SW 113TH PL,Miami_Dade_County,33176,District 8,12/18/2017 01:28:13 PM,12/28/2017 12:57:05 PM,25.669108,-80.378884,XTERFACE
17-10477511,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,12201 SW 129TH CT,Miami_Dade_County,33186,District 9,12/18/2017 01:29:15 PM,12/27/2017 12:48:05 PM,25.65421,-80.403507,XTERFACE
17-10477812,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,7200 SW 117TH AVE,Miami_Dade_County,33183,District 10,12/18/2017 01:29:21 PM,01/05/2018 02:09:05 PM,25.698618,-80.383131,XTERFACE
17-10477508,STRAY DOG PICK UP - MD,Animal_Services,524 NW 14TH ST,City_of_Homestead,33030,District 8,12/18/2017 01:31:49 PM,12/24/2017 04:45:19 PM,25.483226,-80.485044,PHONE
17-10477813,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,7300 SW 42ND ST,Miami_Dade_County,33155,District 7,12/18/2017 01:31:56 PM,01/17/2018 03:45:05 PM,25.731459,-80.31317,XTERFACE
17-10477816,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,4600 SW 74TH AVE,Miami_Dade_County,33155,District 7,12/18/2017 01:32:46 PM,,25.727101,-80.315534,XTERFACE
17-10477514,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,13301 SW 135TH AVE,Miami_Dade_County,33186,District 9,12/18/2017 01:33:15 PM,12/27/2017 11:03:06 AM,25.64346,-80.412209,XTERFACE
17-10477512,ANIMAL CRUELTY INVESTIGATION,Animal_Services,758 NW 31ST ST,City_of_Miami,33127,District 3,12/18/2017 01:33:21 PM,01/03/2018 02:12:55 PM,25.805626,-80.20869,PHONE
17-10477817,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,8281 SW 24TH ST,Miami_Dade_County,33155,District 10,12/18/2017 01:34:29 PM,12/27/2017 01:06:05 PM,25.748271,-80.329488,XTERFACE
17-10477518,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,17350 S DIXIE HWY,Miami_Dade_County,33157,District 9,12/18/2017 01:35:00 PM,12/21/2017 11:54:05 AM,25.607922,-80.350373,XTERFACE
17-10477513,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),RAAM-27-93,SW 320TH ST & SW 197TH AVE,Miami_Dade_County,33030,District 9,12/18/2017 01:35:40 PM,12/18/2017 01:53:26 PM,25.469604,-80.509701,EMAIL
17-10477833,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,7331 SW 24TH ST,Miami_Dade_County,33155,District 6,12/18/2017 01:35:56 PM,,25.748466,-80.313956,XTERFACE
17-10477834,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,1144 SW 67TH AVE,Miami_Dade_County,33144,District 6,12/18/2017 01:37:39 PM,,25.760302,-80.305138,XTERFACE
17-10477520,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,12105 SW 129TH CT,Miami_Dade_County,33186,District 9,12/18/2017 01:37:43 PM,12/27/2017 12:45:05 PM,25.655186,-80.403961,XTERFACE
17-10477525,STRUCTURE MAINTENANCE - UPKEEP,Regulatory_and_Economic_Resources,9771 SW 160TH ST,Miami_Dade_County,33157,District 9,12/18/2017 01:38:23 PM,01/12/2018 03:27:05 PM,25.621236,-80.350914,XTERFACE
17-10477527,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,12240 SW 130TH ST,Miami_Dade_County,33186,District 9,12/18/2017 01:39:00 PM,12/27/2017 02:00:05 PM,25.646657,-80.392083,XTERFACE
17-10477526,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,12100 SW 117TH CT,Miami_Dade_County,33186,District 8,12/18/2017 01:39:04 PM,12/27/2017 02:27:05 PM,25.655588,-80.384943,XTERFACE
17-10477532,SIGN - VIOLATION ON PRIVATE PROPERTY,Regulatory_and_Economic_Resources,21627 S DIXIE HWY,Miami_Dade_County,33170,District 9,12/18/2017 01:39:54 PM,12/22/2017 11:39:05 AM,25.565392,-80.381865,XTERFACE
17-10477522,PET ACCOUNT UPDATE,Animal_Services,6901 SW 63RD CT,City_of_South_Miami,33143,District 7,12/18/2017 01:41:21 PM,12/19/2017 08:34:21 AM,25.706684,-80.29653,PHONE
17-10477568,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,7772 NW 64TH ST,Miami_Dade_County,33166,District 12,12/18/2017 01:41:24 PM,01/10/2018 07:30:05 AM,25.831323,-80.324171,XTERFACE
17-10477835,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,7801 CORAL WAY,Miami_Dade_County,33155,District 10,12/18/2017 01:42:52 PM,01/10/2018 10:00:05 AM,25.748533,-80.322298,XTERFACE
17-10477533,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,10701 SW 216TH ST,Miami_Dade_County,33170,District 9,12/18/2017 01:43:01 PM,01/29/2018 10:42:05 AM,25.566966,-80.363908,XTERFACE
17-10477535,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,11371 SW 211TH ST,Miami_Dade_County,33189,District 9,12/18/2017 01:43:37 PM,,25.57171,-80.374904,XTERFACE
17-10477530,ABANDONED PROPERTY / VEHICLE,Regulatory_and_Economic_Resources,6198 NW 77TH CT,Miami_Dade_County,33166,District 12,12/18/2017 01:43:52 PM,12/27/2017 03:21:05 PM,25.829842,-80.322249,PHONE
17-10477531,ANIMAL CRUELTY INVESTIGATION,Animal_Services,8581 SW 32ND TER,Miami_Dade_County,33155,District 10,12/18/2017 01:44:17 PM,12/19/2017 03:51:12 PM,25.739921,-80.334485,PHONE
17-10477536,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,14105 SW 139TH CT,Miami_Dade_County,33186,District 11,12/18/2017 01:45:22 PM,,25.636271,-80.419249,XTERFACE
17-10477586,JUNK AND TRASH / OVERGROWTH,Regulatory_and_Economic_Resources,1772 NW 114TH ST,Miami_Dade_County,33167,District 2,12/18/2017 01:46:32 PM,,25.8785,-80.227758,XTERFACE
17-10477545,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,18625 SW 105TH AVE,Miami_Dade_County,33157,District 9,12/18/2017 01:48:01 PM,12/27/2017 02:15:05 PM,25.59318,-80.362792,XTERFACE
17-10477537,ANIMAL SERVICES DOG TAG,Animal_Services,16590 NE 26TH AVE,City_of_North_Miami_Beach,33160,District 4,12/18/2017 01:48:14 PM,12/18/2017 01:48:14 PM,25.929524,-80.14772,WALKIN
17-10477542,TRAFFIC SIGN DOWN DAMAGED FADED MISSING (OTHER THAN CONTROL SIGN),Public_Works_Traffic_Engineering-10-60,500 SW 17TH AVE,City_of_Miami,33135,District 5,12/18/2017 01:49:19 PM,,25.767841,-80.222945,PHONE
17-10477551,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,18640 SW 104TH CT,Miami_Dade_County,33157,District 9,12/18/2017 01:50:42 PM,01/05/2018 12:39:05 PM,25.595282,-80.361689,XTERFACE
17-10477543,TREE REMOVAL (RAAM),RAAM-27-93,17200 NW 77TH CT,Miami_Dade_County,33015,District 13,12/18/2017 01:50:50 PM,,25.930489,-80.326419,PHONE
17-10477544,ANIMAL CRUELTY INVESTIGATION,Animal_Services,9149 NW 113TH ST,City_of_Hialeah_Gardens,33018,District 12,12/18/2017 01:51:02 PM,01/07/2018 12:58:02 PM,25.876565,-80.346389,PHONE
17-10477836,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,10651 SW 88TH ST,Miami_Dade_County,33176,District 7,12/18/2017 01:51:48 PM,12/28/2017 02:09:05 PM,25.687423,-80.365362,XTERFACE
17-10477552,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,26205 SW 197TH AVE,Miami_Dade_County,33031,District 8,12/18/2017 01:51:52 PM,12/26/2017 11:21:05 AM,25.522501,-80.50931,XTERFACE
17-10477837,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,7600 SW 88TH ST,Miami_Dade_County,33156,District 7,12/18/2017 01:52:37 PM,,25.687841,-80.318886,XTERFACE
17-10477570,ABANDONED PROPERTY / VEHICLE,Regulatory_and_Economic_Resources,520 NW 107TH ST,Miami_Dade_County,33168,District 3,12/18/2017 01:53:09 PM,,25.872727,-80.206696,XTERFACE
17-10477549,TRAFFIC SIGN STREET NAME MISSING DOWN DAMAGED,Public_Works_Traffic_Engineering-10-60,14599 BOGGS DR,Miami_Dade_County,33176,District 9,12/18/2017 01:53:36 PM,12/21/2017 12:00:00 AM,25.634108,-80.376488,IPHONE
17-10477838,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,7900 BIRD RD,Miami_Dade_County,33155,District 10,12/18/2017 01:53:55 PM,12/19/2017 12:39:05 PM,25.732535,-80.324515,XTERFACE
17-10477867,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,9560 SW 107TH AVE,Miami_Dade_County,33176,District 7,12/18/2017 01:54:55 PM,12/28/2017 02:33:05 PM,25.680161,-80.36891,XTERFACE
17-10477870,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,9370 SW 72ND ST,Miami_Dade_County,33173,District 10,12/18/2017 01:56:46 PM,,25.700518,-80.345747,XTERFACE
17-10477587,JUNK AND TRASH / OVERGROWTH,Regulatory_and_Economic_Resources,1755 NW 114TH ST,Miami_Dade_County,33167,District 2,12/18/2017 01:57:26 PM,,25.87894,-80.227648,XTERFACE
17-10477565,TRAFFIC SIGN DOWN DAMAGED FADED MISSING (OTHER THAN CONTROL SIGN),Public_Works_Traffic_Engineering-10-60,11198 SW 142ND LN,Miami_Dade_County,33176,District 9,12/18/2017 01:59:11 PM,12/21/2017 12:00:00 AM,25.639245,-80.374868,IPHONE
17-10477566,DEAD ANIMAL PICKUP MD,Animal_Services,W 18TH AVE & W 42ND PL,City_of_Hialeah,33012,District 13,12/18/2017 01:59:22 PM,12/20/2017 12:21:43 PM,25.860426,-80.318701,PHONE
17-10477571,TRAFFIC SIGNAL MALFUNCTION FLASHING YELLOW AND / OR RED,Public_Works_traffic_Signals_And_Signs-15-60,1201 W 56TH ST,City_of_Hialeah,33012,District 12,12/18/2017 02:00:25 PM,12/20/2017 12:00:00 AM,25.873446,-80.307099,IPHONE
17-10477580,TRAFFIC SIGNAL YELLOW SCHOOL FLASHER PROBLEM,Public_Works_traffic_Signals_And_Signs-15-60,14850 SW 67TH AVE,City_of_Palmetto_Bay,33158,District 8,12/18/2017 02:04:48 PM,01/10/2018 12:00:00 AM,25.632899,-80.302557,PHONE
17-10477582,ANIMAL CRUELTY FOLLOW-UP,Animal_Services,13721 SW 171ST LN,Miami_Dade_County,33177,District 9,12/18/2017 02:05:09 PM,12/19/2017 01:07:44 PM,25.608301,-80.414557,PHONE
17-10477616,JUNK AND TRASH / OVERGROWTH,Regulatory_and_Economic_Resources,9156 NW 5TH AVE,Miami_Dade_County,33150,District 3,12/18/2017 02:06:54 PM,,25.859054,-80.205802,XTERFACE
17-10477591,UNAUTHORIZED USE - RESIDENTIAL / BUSINESS,Regulatory_and_Economic_Resources,26658 SW 128TH CT,Miami_Dade_County,33032,District 9,12/18/2017 02:07:23 PM,01/04/2018 12:51:05 PM,25.519458,-80.399845,INHOUSE
17-10477593,TREE TRIMMING (RAAM),RAAM-27-93,3501 SW 99TH AVE,Miami_Dade_County,33165,District 10,12/18/2017 02:08:19 PM,01/29/2018 12:13:37 PM,25.73755,-80.3555,EMAIL
17-10477871,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,8680 W FLAGLER ST,Miami_Dade_County,33144,District 6,12/18/2017 02:10:57 PM,,25.769168,-80.336076,XTERFACE
17-10477608,TREE TRIMMING (RAAM),RAAM-27-93,14158 SW 104TH ST,Miami_Dade_County,33186,District 11,12/18/2017 02:12:31 PM,01/18/2018 01:26:15 PM,25.670536,-80.42381,PHONE
17-10477632,JUNK AND TRASH / OVERGROWTH,Regulatory_and_Economic_Resources,20570 NE 8TH CT,Miami_Dade_County,33179,District 1,12/18/2017 02:14:34 PM,,25.96497,-80.186706,XTERFACE
17-10477615,TREE LEANING (RESET),RAAM-27-93,5710 SW 156TH CT,Miami_Dade_County,33193,District 11,12/18/2017 02:14:59 PM,01/17/2018 01:30:02 PM,25.712669,-80.446518,PHONE
17-10477633,JUNK AND TRASH / OVERGROWTH,Regulatory_and_Economic_Resources,1911 NW 51ST TER,Miami_Dade_County,33142,District 3,12/18/2017 02:16:13 PM,,25.822309,-80.22887,XTERFACE
17-10477630,SIGNS ON THE ROW,Regulatory_and_Economic_Resources,27742 S FEDERAL HWY,Miami_Dade_County,33032,District 9,12/18/2017 02:16:40 PM,12/29/2017 03:48:05 PM,25.509222,-80.437238,XTERFACE
17-10477631,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,21627 S DIXIE HWY,Miami_Dade_County,33170,District 9,12/18/2017 02:17:36 PM,12/22/2017 11:42:05 AM,25.565392,-80.381865,XTERFACE
17-10477634,TRAFFIC SIGN DOWN DAMAGED FADED MISSING (OTHER THAN CONTROL SIGN),Public_Works_Traffic_Engineering-10-60,7201 SW 72ND ST (APPROX),Miami_Dade_County,33143,District 7,12/18/2017 02:21:36 PM,,25.703378,-80.309685,PHONE
17-10477637,TRAFFIC SIGN  CONTROL SIGNS  DOWN DAMAGED  MISSING,Public_Works_Traffic_Engineering-10-60,SW 152ND AVE & S MEADOW LAKE DR,Miami_Dade_County,33185,District 11,12/18/2017 02:22:00 PM,,25.718264,-80.438046,PHONE
17-10477658,DEAD ANIMAL PICKUP MD,Animal_Services,5200 SW 89TH PL,Miami_Dade_County,33165,District 10,12/18/2017 02:32:39 PM,12/19/2017 12:38:12 PM,25.719968,-80.340919,PHONE
17-10477660,POTHOLE,Public_Works_Road_And_Bridges-16-60,160 NW 85TH ST,Miami_Dade_County,33150,District 2,12/18/2017 02:33:41 PM,01/22/2018 12:00:00 AM,25.852586,-80.200381,PHONE
17-10477872,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,6303 SW 40TH ST,Miami_Dade_County,33155,District 6,12/18/2017 02:35:58 PM,12/26/2017 09:18:05 AM,25.733853,-80.297057,XTERFACE
17-10477665,DEAD ANIMAL PICKUP MD,Animal_Services,15641 SW 106TH AVE,Miami_Dade_County,33157,District 9,12/18/2017 02:36:02 PM,12/19/2017 10:28:37 AM,25.623274,-80.36514,PHONE
17-10477673,STRAY / DOG-AT-LARGE,Animal_Services,522 NW 19TH ST,City_of_Miami,33136,District 3,12/18/2017 02:39:11 PM,12/26/2017 10:11:32 AM,25.792978,-80.203915,PHONE
17-10477875,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,893 SW 86TH CT,Miami_Dade_County,33144,District 10,12/18/2017 02:44:38 PM,12/26/2017 12:54:05 PM,25.761334,-80.334686,XTERFACE
17-10477720,JUNK AND TRASH / OVERGROWTH,Regulatory_and_Economic_Resources,66 NE 146TH ST,Miami_Dade_County,33161,District 2,12/18/2017 02:46:19 PM,01/02/2018 03:18:05 PM,25.908999,-80.197534,XTERFACE
17-10477726,SIGN - VIOLATION ON PRIVATE PROPERTY,Regulatory_and_Economic_Resources,13600 SW 248TH ST,Miami_Dade_County,33032,District 8,12/18/2017 02:46:52 PM,12/27/2017 12:57:05 PM,25.536189,-80.41212,XTERFACE
17-10477712,UNAUTHORIZED USE - RESIDENTIAL / BUSINESS,Regulatory_and_Economic_Resources,NW 31ST AVE & NW 35TH ST,Miami_Dade_County,33142,District 2,12/18/2017 02:46:57 PM,12/22/2017 09:24:05 AM,25.807977,-80.246293,INHOUSE
17-10477876,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,4300 SW 13TH ST,Miami_Dade_County,33134,District 6,12/18/2017 02:47:49 PM,12/22/2017 04:30:05 PM,25.759859,-80.265354,XTERFACE
17-10477891,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,7180 SW 42ND TER,Miami_Dade_County,33155,District 7,12/18/2017 02:50:28 PM,01/17/2018 04:03:05 PM,25.730684,-80.310392,XTERFACE
17-10477731,STREET LIGHT - ALL PROBLEMS,Public_Works_traffic_Signals_And_Signs-15-60,4121 NW 199TH ST,City_of_Miami_Gardens,33055,District 1,12/18/2017 02:52:17 PM,,25.954871,-80.269335,PHONE
17-10477733,TREE LEANING (RESET),RAAM-27-93,10442 SW 224TH TER,Miami_Dade_County,33190,District 8,12/18/2017 02:52:39 PM,,25.558573,-80.361533,IPHONE
17-10477892,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,4240 SW 73RD AVE,Miami_Dade_County,33155,District 7,12/18/2017 02:57:44 PM,,25.73112,-80.313743,XTERFACE
17-10477895,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,3000 SW 92ND PL,Miami_Dade_County,33165,District 10,12/18/2017 02:58:50 PM,12/22/2017 04:30:05 PM,25.74151,-80.345514,XTERFACE
17-10477755,TRAFFIC SIGN DOWN DAMAGED FADED MISSING (OTHER THAN CONTROL SIGN),Public_Works_Traffic_Engineering-10-60,11205 DOUGLAS DR,Miami_Dade_County,33176,District 9,12/18/2017 03:02:41 PM,12/21/2017 12:00:00 AM,25.639345,-80.375027,IPHONE
17-10477760,PET ACCOUNT UPDATE,Animal_Services,9801 SW 123RD ST,Miami_Dade_County,33176,District 8,12/18/2017 03:05:58 PM,12/19/2017 08:17:34 AM,25.655932,-80.353037,PHONE
17-10477908,JUNK AND TRASH / OVERGROWTH,Regulatory_and_Economic_Resources,3400 SW 105TH AVE,Miami_Dade_County,33165,District 10,12/18/2017 03:09:50 PM,01/03/2018 11:09:05 AM,25.73764,-80.365575,XTERFACE
17-10477922,MINIMUM HOUSING OVA (OPEN/VACANT/ABANDONED),Regulatory_and_Economic_Resources,3400 SW 105TH AVE,Miami_Dade_County,33165,District 10,12/18/2017 03:11:32 PM,01/03/2018 11:06:05 AM,25.73764,-80.365575,XTERFACE
